player,hard_elo,clay_elo,grass_elo,overall_elo,hard_matches,clay_matches,grass_matches,current_rank,days_since_last_match,recent_form_residual
Cohen J.,1497.575289813548,1497.217078908593,1496.2841124780032,1496.2841124780032,12,9,0,145.0,4786.0,-0.12283177032913173
Cohen-Aloro S.,1499.9158081226294,1499.9158250997978,1499.9158081226294,1499.9158081226294,0,1,0,98.0,6627.0,
Coin J.,1497.2463278578803,1497.7859628217211,1497.410221812781,1495.9122557733272,31,10,6,188.0,3967.0,-0.02214677076935362
Collins D.,1624.117638927189,1686.2962046999887,1620.678259540007,1670.678259540007,178,73,17,61.0,369.0,-0.3407821333428526
Collins D.R.,1501.4379275892338,1501.4379275892338,1500.9111418020802,1501.4379275892338,0,0,4,41.0,2980.0,
Compostizode E.,1499.999801312238,1499.9998329570653,1499.999801312238,1499.999801312238,0,2,0,341.0,6654.0,
Contreras Gomez F.,1437.4575381990621,1452.1175639973826,1444.4393993576016,1438.0342980686632,8,2,1,366.0,915.0,-0.1707867190708948
Cornet A.,1440.0839204557692,1435.584379745025,1491.3137992080005,1441.3137992080005,396,224,69,747.0,468.0,-0.24670430897125215
Costas L.,1499.7100370596397,1499.7100487842429,1499.7100370596397,1499.7100370596397,0,2,0,238.0,5675.0,
Costoulas S.,1478.7306438342926,1473.8396790268082,1472.3882046020665,1472.3882046020665,5,1,0,155.0,41.0,
Cravero J.,1499.6095333148307,1499.670641825422,1499.6088146550305,1499.5613179127595,4,3,1,180.0,6193.0,
Crawford S.,1493.0983560019624,1492.8730056436884,1493.419872062323,1491.5420012857514,21,2,2,162.0,3511.0,0.011127796349246655
Crawley F.,1487.7819316422613,1488.2727245936535,1488.2727245936535,1488.2727245936535,1,0,0,729.0,1097.0,
Craybas J.,1495.1259336466471,1496.1066325904485,1496.1430591354938,1491.1927882706523,111,67,12,240.0,4889.0,-0.09141833466101584
Cristian J.,1612.9539096128528,1585.637941641498,1585.637941641498,1635.637941641498,101,54,10,37.0,62.0,-0.023204212744108832
Cross K.,1478.8255383226394,1481.6156565131598,1481.6156565131598,1481.6156565131598,4,0,0,172.0,25.0,
Curmi F.,1482.9460837321406,1482.8193108881633,1482.9460837321406,1482.9460837321406,0,1,0,326.0,1139.0,
Czink M.,1496.2289041763636,1496.8050700673593,1498.231930172755,1493.6872687045186,80,40,21,126.0,4828.0,-0.07589545802160969
Da Silva Fick G.,1500.0956170733211,1500.0681909467883,1500.0681909467883,1500.0681909467883,2,0,0,566.0,2021.0,
Dabrowski G.,1482.8554787681842,1487.2807694596345,1481.4995526433613,1481.4995526433613,7,4,0,493.0,2035.0,-0.36649920283016835
Damayanti A.F.,1499.910611659368,1499.9106044948758,1499.9106044948758,1499.9106044948758,1,0,0,823.0,6565.0,
Daniilidou E.,1493.7107454510829,1495.8350720977528,1495.690183742835,1490.3224356672856,94,21,13,345.0,4465.0,-0.26445508658350836
Danilina A.,1446.060010327852,1447.6671952143324,1447.817656620892,1441.4523024416044,5,1,1,958.0,740.0,
Danilovic O.,1551.39476298581,1629.1904188208193,1551.39476298581,1601.39476298581,42,48,5,88.0,207.0,0.011639580414725237
Dart H.,1426.7797901684703,1408.1546733172556,1456.2305020945985,1406.2305020945985,61,8,53,143.0,16.0,-0.13895923721012482
Date K.,1497.8746708263677,1497.8706858404291,1497.8706858404291,1497.8706858404291,1,0,0,1191.0,3274.0,
Date Krumm K.,1492.5561077218777,1494.8250755742702,1497.4374878146439,1490.6817553607984,111,11,18,72.0,3993.0,-0.10669903143041515
Date-Krumm K.,1498.7431835845991,1498.4280859231137,1498.102123704935,1498.102123704935,10,5,0,56.0,5578.0,-0.08336736350081275
Davenport L.,1501.878576161385,1501.5144906170763,1501.938084828049,1502.2030880647997,34,4,1,24.0,6575.0,0.04698457111428611
Davis L.,1467.0726178637756,1463.2290598707805,1434.7384439124944,1440.4486355594745,199,67,48,211.0,515.0,-0.161957672162636
Day K.,1417.713425352843,1418.8015327945336,1406.6920487270029,1386.8269274262314,25,10,2,121.0,15.0,0.0036996074299849857
De Gubernatis C.,1499.9995036862488,1499.9996190951035,1499.9995036862488,1499.9995036862488,0,2,0,296.0,5968.0,
De Lattre M.,1499.619978812711,1499.620160644104,1499.619978812711,1499.619978812711,0,2,0,386.0,5606.0,
De Los Rios R.,1498.8903391966765,1498.4212111865704,1498.4805290506813,1497.7537247915814,15,34,4,123.0,5872.0,0.0024549872715680654
De Vroome I.,1497.3376825403557,1496.9853342144481,1496.9059880081868,1496.6476728579098,4,1,1,262.0,3737.0,
Dechy N.,1499.333693966072,1499.298087008734,1499.3909479881786,1498.8020724750183,43,17,11,77.0,6278.0,-0.2944311399226446
Dellacqua C.,1493.9394788689679,1497.0420607294354,1501.1700445153092,1494.9309755810455,106,26,32,116.0,3984.0,-0.034601020546268735
Dementieva E.,1507.7709384779075,1503.267230004993,1503.4543901098723,1511.3478867905535,149,54,22,9.0,5784.0,0.017471992107208734
Dentoni C.,1498.40942774514,1498.2692659277816,1497.8371786718326,1497.8371786718326,4,19,0,196.0,4799.0,-0.13602569681535387
Di Giuseppe M.,1482.0474511993157,1487.4875645964942,1482.1385407920736,1480.6424557066491,1,6,1,288.0,1769.0,
Di Lorenzo F.,1463.9402615651288,1455.3065646328614,1444.7527392620502,1444.7527392620502,10,11,0,252.0,1468.0,-0.17187457274685697
Di Sarra F.,1473.0329862963283,1473.1367965470488,1473.0329862963283,1473.0329862963283,0,2,0,530.0,843.0,
Diatchenko V.,1445.0361551773094,1462.8592384835708,1451.43438640261,1423.0986210253075,33,12,9,429.0,356.0,0.011638400108942293
Dinu C.,1497.7489930074908,1497.754261733387,1497.7489930074908,1497.7489930074908,0,4,0,217.0,3757.0,
Disderi S.,1499.940023580432,1499.9400246690982,1499.940023580432,1499.940023580432,0,1,0,354.0,6984.0,
Ditty J.,1499.0965660568445,1499.0654648101422,1498.8279101203696,1498.4458855341397,23,10,3,278.0,5676.0,0.004135279168456352
Diyas Z.,1459.135575991643,1477.3772655660564,1478.6682470175674,1447.8748807739046,146,48,23,290.0,223.0,-0.13109743407144087
Dodin O.,1470.219913748058,1473.556665009008,1462.353458431512,1464.364869271052,71,40,9,362.0,39.0,-0.0605545141177275
Doi M.,1431.74950864661,1423.6819381684152,1444.3067775287373,1394.3067775287373,168,52,32,331.0,1067.0,-0.1136741037675863
Dokic J.,1498.4099014436772,1498.442309480903,1498.813028324372,1497.6977909481593,45,9,6,119.0,5276.0,-0.13782584320244134
Dolehide C.,1474.4985888032554,1498.0660131924105,1470.8626141319446,1486.5762385854475,86,27,11,246.0,17.0,-0.29160431904192985
Dolonc V.,1498.067437250861,1497.5493569203916,1498.5284444765173,1497.1438594650708,19,3,6,145.0,4374.0,0.03808637988135227
Dolonts V.,1498.9791963028156,1499.507474462288,1499.0824520099768,1498.984719470388,6,5,1,168.0,5306.0,-0.10378369288259298
Domachowska M.,1498.8085483669997,1497.9168461350005,1498.271603377595,1497.1209956785158,35,24,5,299.0,4849.0,-0.301151313118006
Dominguez Lino L.,1489.956443457397,1495.9179218219942,1494.3457975220897,1486.533301952361,66,133,12,112.0,3751.0,-0.1451668101183306
Duan Y.Y.,1467.19218351822,1471.5098424955208,1479.2556365347277,1459.5900182551588,77,4,9,397.0,2427.0,-0.24074854647758379
Dubois S.,1494.3908387849249,1495.9965616911368,1496.0866568928393,1491.8548953711575,47,13,11,306.0,4373.0,-0.25820340436206546
Dudeney A.,1457.7064435072666,1457.7064435072666,1456.7831488117213,1457.7064435072666,0,0,3,245.0,62.0,
Duerst J.,1484.2764485569085,1484.6216858091639,1484.2764485569085,1484.2764485569085,0,1,0,442.0,1132.0,
Dulgheru A.,1490.13074388772,1480.7107781173484,1490.5937442364366,1473.2714261263325,88,72,15,372.0,1868.0,-0.06298161151246301
Dulko G.,1497.3041145360776,1502.4068663319583,1499.7031578565252,1499.5366079392502,103,88,12,124.0,5275.0,-0.2568554233357201
Dunne K.,1496.6824136495,1496.6824136495,1496.6330892540254,1496.6824136495,0,0,2,212.0,2980.0,
Duque M. M.,1499.8986218094276,1499.8986141880052,1499.8986141880052,1499.8986141880052,1,0,0,109.0,6432.0,
Duque Marino M.,1492.968117891752,1496.6045847371183,1495.2600831551226,1490.9707440382285,18,65,7,74.0,3825.0,-0.0952154031606019
Duque-Marino M.,1485.9445759679415,1493.2938154439619,1489.0060967930315,1483.0149658476514,11,21,5,105.0,2967.0,-0.27638852548924964
Dushevina V.,1496.632447160459,1497.708348299306,1497.3434632933602,1494.0962253529822,133,49,15,143.0,4527.0,0.1168874258298121
Duval V.,1492.6053004633827,1491.7398717695066,1493.741194355325,1490.644724991676,12,1,6,254.0,2911.0,-0.1340579989325173
Dzehalevich E.,1499.3521001567578,1499.510707634773,1499.2753947242466,1499.195220928063,4,10,1,240.0,5884.0,-0.1875507735762662
Eala A.,1709.8556351782818,1644.3657029992305,1709.8556351782818,1759.8556351782818,51,17,17,20.0,12.0,0.24723686885148444
Efremova K.,1495.5392367511636,1494.7664771071252,1495.5392367511636,1495.5392367511636,0,1,0,623.0,98.0,
Eguchi M.,1487.8358984106244,1490.460618867944,1487.7357561976435,1487.7357561976435,19,2,0,436.0,3149.0,-0.13719471967803315
Eikeri U.,1447.8908779914937,1449.5993120958321,1439.2184086252362,1439.2184086252362,5,4,0,654.0,1045.0,
Ejdesgaard M.,1499.2843856372251,1499.283915459108,1499.283915459108,1499.283915459108,3,0,0,842.0,5255.0,
Ekshibarova V.,1499.5506342944818,1499.5506220308291,1499.5506220308291,1499.5506220308291,4,0,0,585.0,5102.0,
El Allami M.,1469.7835531504816,1469.9330438120082,1469.7835531504816,1469.7835531504816,0,2,0,1143.0,831.0,
El Allami Zhara F.,1499.0993260247158,1499.101503925841,1499.0993260247158,1499.0993260247158,0,4,0,1133.0,4877.0,
El Aouni A.,1455.6791259531476,1456.6676165947767,1455.6791259531476,1455.6791259531476,0,3,0,835.0,467.0,
El Jardi D.,1481.4311392801983,1481.644191691902,1481.4311392801983,1481.4311392801983,0,1,0,1023.0,103.0,
El Tabakh H.,1498.4648464791685,1498.5407221877845,1498.2620031751512,1498.2620031751512,5,2,0,163.0,4947.0,
Elie J.,1499.653884138429,1499.653637864185,1499.653637864185,1499.653637864185,1,0,0,348.0,5142.0,
Elliott A.,1499.9179836137391,1499.9179836137391,1499.9179996293722,1499.9179836137391,0,0,1,385.0,6656.0,
Embree L.,1499.887130853853,1499.8870039611895,1499.887130853853,1499.887130853853,0,1,0,628.0,6307.0,
Erakovic M.,1488.1706887702906,1491.3754200546582,1494.908281451614,1480.5389420946444,132,46,43,174.0,3272.0,-0.2539646773572386
Eraydin B.,1494.8297674126534,1495.0003692257137,1494.3077472781147,1494.3077472781147,1,5,0,205.0,2595.0,
Erjavec V.,1428.199141317597,1428.9915481815274,1434.3380779917204,1414.2000130712238,6,3,3,100.0,40.0,-0.26369716729151826
Errani S.,1457.5515513556272,1456.34828388415,1460.032569094475,1468.4996914230655,326,284,40,177.0,480.0,-0.02551767391763976
Essaadi L.,1499.9212362525216,1499.9212362525216,1499.9212362525216,1499.9212362525216,0,1,0,996.0,6697.0,
Evtimova D.,1499.2527323102847,1499.2572052450978,1499.2527323102847,1499.2527323102847,0,10,0,273.0,4793.0,-0.10246145913904658
Ewald W.,1483.584311656451,1483.5661670730028,1483.584311656451,1483.584311656451,0,1,0,1076.0,1132.0,
Falconi I.,1478.9547274213937,1495.5648535718099,1488.8750474690733,1476.190684469041,64,32,14,152.0,3000.0,-0.2596956447468528
Falei A.,1469.082281165553,1469.5600344714958,1469.5600344714958,1469.5600344714958,2,0,0,340.0,307.0,
Falkner Z.,1490.924162114252,1490.886262988628,1490.886262988628,1490.886262988628,1,0,0,542.0,1811.0,
Falkowska W.,1490.8028464673073,1490.8813916454126,1490.8028464673073,1490.8028464673073,0,3,0,346.0,1495.0,
Farhad K.,1499.401361413668,1499.400738921815,1499.400738921815,1499.400738921815,2,0,0,1614.0,5151.0,
Fedak Y.,1498.7483964395963,1499.0334028489935,1498.885675613909,1498.3833141051548,20,11,3,232.0,5822.0,-0.3134890621295333
Fedossova Y.,1499.6440752621493,1499.5802182661146,1499.5044372911962,1499.4193247755215,9,4,2,179.0,6291.0,-0.2810561330371897
Ferguson S.,1498.1962944392767,1498.757242064913,1498.2117845056891,1497.9797336043262,15,5,1,123.0,5703.0,-0.12606073472677642
Fernandez C.,1499.8782796060464,1499.8782796139396,1499.8782796139396,1499.8782796139396,2,0,0,400.0,6802.0,
Fernandez L.,1488.0981645661018,1488.6976558780598,1488.6976558780598,1488.6976558780598,8,0,0,74.0,1078.0,
Fernandez L. A.,1495.607133104812,1495.5889177559254,1495.5889177559254,1495.5889177559254,1,0,0,236.0,2546.0,
Fernandez L.A.,1607.4262988436071,1553.9702257821493,1553.9702257821493,1603.9702257821493,165,60,30,31.0,14.0,-0.08405114059927166
Fernandez-Brugues E.,1499.8875353003777,1499.8876782992265,1499.8875353003777,1499.8875353003777,0,3,0,256.0,6326.0,
Ferrando C.,1482.9577765963377,1482.1850776775336,1481.0619022312871,1481.0619022312871,2,1,0,261.0,1566.0,
Ferrer Suarez I,1499.7060970930095,1499.7061357760304,1499.7060970930095,1499.7060970930095,0,1,0,231.0,5311.0,
Ferro F.,1427.186659726288,1430.7766585808633,1435.827511679121,1407.6579964659327,50,60,5,181.0,98.0,-0.022052618268289137
Fett J.,1422.35808073403,1486.5433769770807,1462.7009778659612,1451.8934593648153,37,17,6,151.0,412.0,-0.032398722874139085
Feuerstein C.,1498.0081169582531,1497.8582666814254,1497.3190407788748,1497.3190407788748,4,14,0,428.0,3698.0,-0.02070204591503827
Fichman S.,1494.8341290887074,1495.6638670528641,1493.5741679880327,1492.1148317634452,14,17,2,348.0,4002.0,-0.09117225168108045
Fink A.,1499.9133390488012,1499.9133648661805,1499.9133648661805,1499.9133648661805,1,0,0,488.0,6593.0,
Fita Boluda A.,1474.6434777312672,1474.4416119167695,1474.6434777312672,1474.6434777312672,0,2,0,192.0,103.0,
Fitzpatrick A.,1499.918097805582,1499.918097805582,1499.918097804125,1499.918097805582,0,0,1,320.0,6656.0,
Flink V.,1485.3243585810114,1484.4204723629125,1485.1289885512253,1480.8143764578213,9,5,2,135.0,2392.0,-0.010387519684049662
Flipkens K.,1436.513360352072,1473.6594602060395,1522.0701040712404,1473.2032219540522,237,72,78,190.0,1522.0,0.11927354060743273
Floris A.,1499.3173812207933,1499.317936290375,1499.3173812207933,1499.3173812207933,0,4,0,162.0,5528.0,
Folts A.,1499.491017760954,1499.4908802777045,1499.4908802777045,1499.4908802777045,1,0,0,1174.0,4737.0,
Fondevila Castro P.,1499.8886430455352,1499.8886555746108,1499.8886430455352,1499.8886430455352,0,1,0,358.0,6333.0,
Foretz S.,1496.7737437603732,1497.8971959108255,1497.9688159085372,1495.5481243562033,29,19,10,197.0,4241.0,-0.1663934177129287
Fossa Huergo N.,1454.0734038502478,1453.9343782982362,1449.8293345892378,1449.8293345892378,1,2,0,269.0,356.0,
Fourlis J.,1430.804608885309,1440.9432416421616,1426.3762045318206,1411.1811555015254,11,6,2,218.0,1166.0,-0.2947092694297063
Frech M.,1589.8743479592083,1509.5812038033846,1509.5812038033846,1559.5812038033846,129,55,32,41.0,13.0,0.12426786878190543
Fridman O.,1498.698285743072,1498.7025936352456,1498.698285743072,1498.698285743072,0,1,0,242.0,3758.0,
Friedsam A.L.,1451.5608656138493,1455.1824037785732,1454.448724737776,1421.6328386372645,75,44,19,528.0,607.0,-0.3106586545329504
Fruhvirtova B.,1482.0972479271265,1478.3035274551398,1491.220841285167,1488.115888550902,10,5,2,1311.0,209.0,0.10850038846941906
Fruhvirtova L.,1447.3643218423947,1391.087978180949,1459.270267409623,1419.337864701974,61,21,6,176.0,34.0,-0.21621560812476687
Fuda R.,1499.531520204648,1499.5319163625904,1499.5319163625904,1499.5319163625904,5,0,0,302.0,5514.0,
Fujiwara R.,1499.2147918677783,1499.2412690310516,1499.3754526019065,1499.1434644255667,6,1,3,188.0,5507.0,-0.20467726675942888
Fullana L.,1482.65197511136,1482.5875212540789,1482.5875212540789,1482.5875212540789,1,0,0,578.0,355.0,
Fung S.,1487.4922757860409,1487.4948934425743,1487.4948934425743,1487.4948934425743,1,0,0,226.0,1077.0,
Gabarrus-Alonso M.,1499.9179909737882,1499.9179909763413,1499.9179909737882,1499.9179909737882,0,1,0,432.0,6655.0,
Gabueva A.,1476.6199393898046,1477.0019699364964,1476.6199393898046,1476.6199393898046,0,2,0,119.0,1196.0,
Gadecki O.,1478.9714765009255,1446.643940272838,1445.2107524162993,1444.1179138344278,22,4,4,204.0,235.0,-0.10375229296610855
Gagliardi E.,1499.5036410131797,1499.570453613901,1499.4609013107151,1499.392295691099,6,4,1,140.0,6731.0,-0.2834905582909628
Gajdosova J.,1493.2840146622123,1496.3978441624938,1494.4416092506058,1489.3007416418122,92,30,15,100.0,3975.0,-0.21299831219559823
Galfi D.,1403.1994013009712,1459.0945282057944,1501.8057242073692,1451.8057242073692,36,25,16,137.0,47.0,-0.08657308140057363
Gallovits E.,1497.1035183219622,1498.018576132876,1496.5802998983688,1494.352414381101,47,59,9,301.0,4080.0,-0.1043826829859772
Gamiz A.,1496.7710102599367,1496.7402991289357,1496.4492011023988,1496.4492011023988,1,3,0,252.0,3024.0,
Gao X.,1439.2429992936063,1440.9115485029445,1440.9115485029445,1440.9115485029445,9,0,0,244.0,40.0,
Garbin T.,1499.0492661934823,1499.4789331849483,1499.0182154642503,1498.3409141433103,59,53,8,86.0,5704.0,-0.1724839945188611
Garcia C.,1528.2745558697738,1573.5540195318215,1590.3668664889115,1540.3668664889115,363,157,67,174.0,370.0,-0.10338459758642637
Garcia Perez G.,1483.9077263174245,1485.5543723060782,1489.6934970395916,1482.4656439242635,6,6,3,184.0,1907.0,-0.04222210468042914
Garcia Vidagany B.,1499.075157909073,1498.8278087343417,1498.811593670013,1498.811593670013,2,14,0,186.0,4436.0,-0.14095741128299627
Garcia-Vidagany B.,1499.842768918671,1499.8425539031537,1499.842768918671,1499.842768918671,0,1,0,191.0,5956.0,
Garland J.,1508.44656940746,1504.951323269415,1503.5386429478438,1506.0300157972365,5,2,1,132.0,302.0,
Gasanova A.,1505.6510100346914,1482.5773040826202,1483.92597790831,1487.041008835838,20,3,5,225.0,60.0,-0.040156386155956014
Gasparyan M.,1522.1274289005287,1499.6259824387776,1511.8831556001937,1521.994451999583,74,14,8,100.0,1916.0,0.035326508551907554
Gatto-Monticone G.,1460.3848643831666,1455.8568263668212,1451.4429513556,1438.3017639518368,7,10,3,193.0,1768.0,-0.16054743317957026
Gauff C.,1931.1599719698002,1918.9462148215453,1741.639159986652,1968.9462148215453,239,100,39,4.0,6.0,0.15490309789739753
Gavrilova D.,1510.8900368067923,1509.8957051922205,1499.8234352512725,1515.7817497773642,140,59,25,387.0,2026.0,-0.03876303000244635
Gaydarzhi K.,1499.3140523307893,1499.3137436485147,1499.3137436485147,1499.3137436485147,1,0,0,1040.0,4422.0,
Geerlings Martinez A.,1483.3017968218683,1483.563481135426,1483.3017968218683,1483.3017968218683,0,1,0,331.0,411.0,
Gehrlein S.,1499.7769344084531,1499.7769956039353,1499.7769956039353,1499.7769956039353,2,0,0,252.0,6165.0,
Georgatou E.,1499.5650794345652,1499.5649144855233,1499.5649144855233,1499.5649144855233,2,0,0,193.0,5465.0,
Georges M.,1489.2342443077814,1488.8060571443011,1487.9218647220114,1487.9218647220114,1,5,0,294.0,2169.0,
Gerasimou A.,1499.7059567299386,1499.705974768292,1499.705974768292,1499.705974768292,2,0,0,218.0,6032.0,
Gerlach K.,1491.194405049253,1490.907081554286,1491.194405049253,1491.194405049253,0,3,0,225.0,1867.0,
Gervais J.,1491.369500305001,1491.1572851893563,1491.369500305001,1491.369500305001,0,1,0,725.0,1567.0,
Ghioroaie I.G,1480.9879429617513,1480.7728228215447,1480.7728228215447,1480.7728228215447,1,0,0,371.0,1048.0,
Gibbs N.,1472.9980011538935,1481.887518275386,1475.6765848470498,1466.6166956807651,75,11,3,124.0,2428.0,-0.0940888456114034
Gibson T.,1577.0737032604231,1520.2880288842916,1524.6697714970696,1565.0133573606015,27,5,6,65.0,14.0,0.05712421890287911
Giorgi C.,1570.4346079788638,1548.43917928881,1541.2688214379607,1591.2688214379607,219,88,69,107.0,890.0,-0.06123270800923675
Giovine C.,1498.718404022558,1498.7192942802412,1498.718404022558,1498.718404022558,0,1,0,423.0,3764.0,
Gjorcheska L.,1494.9729496123737,1494.5050314796447,1493.994859147202,1494.5050314796447,1,0,1,222.0,61.0,
Glatch A.,1489.5449401644964,1491.4997648251942,1491.1991306622817,1485.4992351117476,37,10,5,297.0,1833.0,-0.18010428609758714
Gleason Q.,1493.0812388148054,1493.1021934221471,1493.1021934221471,1493.1021934221471,1,0,0,467.0,1833.0,
Glozman V.,1486.1260007028345,1486.290348353517,1486.290348353517,1486.290348353517,1,0,0,902.0,369.0,
Glushko J.,1489.4188481355438,1489.2868899166363,1486.2043877735641,1482.6377560266305,22,20,2,129.0,2686.0,0.009780069052395979
Glushko L.,1468.8223321886126,1469.0147345506111,1466.1853815282925,1466.1853815282925,4,1,0,389.0,355.0,
Goerges J.,1568.2416927173763,1527.8630325602244,1532.2752989376588,1577.8630325602244,341,149,43,41.0,2159.0,-0.1902891076946417
Gojnea M.,1499.5241912820793,1499.5243649182414,1499.5241912820793,1499.5241912820793,0,4,0,149.0,5529.0,
Golds S.,1499.9502876970466,1499.9502876970466,1499.9502876970466,1499.9502876970466,1,0,0,599.0,7182.0,
Golovin T.,1501.073624851358,1500.825343315421,1501.1103013663312,1501.427543490355,47,9,2,21.0,6691.0,-0.17448500913709464
Golubic V.,1537.0683945194507,1537.0683945194507,1537.0683945194507,1587.0683945194507,151,56,46,52.0,14.0,-0.0023211087532084562
Goncalves P.C.,1499.327111642891,1501.3545341524464,1500.2381832996089,1500.2381832996089,5,9,0,177.0,3680.0,0.17769529408629836
Gonzalez M.,1499.2131059572343,1498.664718204092,1498.7037853047943,1498.7037853047943,4,2,0,146.0,3650.0,
Gordon A.,1499.9176125144095,1499.9176125144095,1499.9176139908013,1499.9176125144095,0,0,1,358.0,6649.0,
Gorgodze E.,1452.197269377242,1451.6035645301758,1444.127217017037,1437.6807356996228,4,11,1,164.0,151.0,-0.13754164491822057
Govortsova O.,1479.466150691018,1465.2546576660106,1482.574289851907,1442.5688105331872,179,78,34,136.0,1798.0,-0.1523761588582186
Grabher J.,1399.3790123275915,1477.8971598131404,1437.0815702366278,1427.8971598131404,25,31,2,121.0,97.0,0.012251754796435643
Gracheva V.,1501.8480678334602,1495.0883114296907,1510.019490511957,1545.0883114296907,129,54,14,60.0,166.0,0.01292766890292657
Grammatikopoulou V.,1445.931773988144,1432.7881371738533,1427.100813591919,1417.062316994824,9,7,1,500.0,48.0,-0.20563285563655823
Grandin N.,1499.4815766569177,1499.4816452845891,1499.4816452845891,1499.4816452845891,3,0,0,764.0,5508.0,
Granillo A.,1499.8518316382256,1499.8518616438646,1499.8518316382256,1499.8518316382256,0,1,0,578.0,6032.0,
Grant T.C.,1493.1026545441505,1490.3112391330865,1498.1723843899354,1495.127268402117,1,5,2,172.0,59.0,
Granville L.,1499.3413132751634,1499.4203398064392,1499.5680050174992,1499.2169399937384,22,4,5,224.0,6039.0,-0.28718222386493664
Grey S.,1492.6624481024128,1492.6624481024128,1492.656034138367,1492.6624481024128,0,0,1,614.0,1911.0,
Groenefeld A.L.,1498.271973434527,1498.7991809852213,1498.0900189530064,1497.0943068716329,49,35,5,212.0,5584.0,-0.3368537792513374
Gronert S.,1499.9965801261264,1499.9966595829412,1499.9972908969942,1499.9965801261264,0,2,2,173.0,5190.0,
Groth J.,1500.464187223749,1501.0189427566534,1500.670097451211,1501.3864759599805,35,20,11,29.0,5635.0,-0.12740526639159488
Grymalska A.,1498.3190871921383,1498.3199959143428,1498.3190871921383,1498.3190871921383,0,4,0,222.0,4513.0,
Guarachi A.,1497.9375829269102,1497.936254024803,1497.936254024803,1497.936254024803,1,0,0,415.0,3246.0,
Gubacsi Z.,1499.945013558819,1499.9450185478968,1499.945013558819,1499.945013558819,0,3,0,200.0,7068.0,
Gullickson C.,1498.9992158842472,1498.9636050142753,1498.8270675911929,1498.6760458334982,7,4,1,277.0,5842.0,-0.3802042066593249
Gumulya S.,1499.7980012615205,1499.7838794877166,1499.7838794877166,1499.7838794877166,2,0,0,264.0,6565.0,
Guo H.,1459.0652248363428,1463.2613826623463,1460.5688525965027,1460.5688525965027,10,1,0,166.0,97.0,-0.09221330511362974
Guskova N.,1499.8183726035481,1499.818317027212,1499.818317027212,1499.818317027212,1,0,0,364.0,5822.0,
Haas B.,1470.0672837653758,1461.3380159827298,1452.5584623316934,1452.5584623316934,9,11,0,158.0,1875.0,-0.15912576757054417
Haddad Maia B.,1464.9756824971776,1493.005619767114,1493.005619767114,1443.005619767114,167,61,36,134.0,61.0,-0.5120800958519486
Halep S.,1694.4661703369775,1694.4661703369775,1694.4661703369775,1744.4661703369775,367,182,62,868.0,572.0,-0.10337849870286431
Hampton J.,1503.8411261564438,1502.3561528305925,1502.8247593086357,1505.5225449735062,54,14,10,28.0,4623.0,0.0063505924771654065
Han N-L.,1493.1727307506862,1493.2095097818533,1493.2095097818533,1493.2095097818533,2,0,0,159.0,2539.0,
Han N.L.,1458.0858520346342,1464.1738333852206,1464.1738333852206,1464.1738333852206,15,0,0,236.0,1056.0,-0.05204300033689302
Han S-H.,1499.6454045945345,1499.645799305162,1499.645799305162,1499.645799305162,1,0,0,264.0,5094.0,
Han S.H.,1499.3322859756213,1499.3328099588527,1499.3328099588527,1499.3328099588527,3,0,0,627.0,4731.0,
Han X.,1486.8734339467362,1494.7150747115052,1487.2437909867515,1485.6922429633694,40,12,1,187.0,2392.0,-0.11250155636888648
Hanatani N.,1493.2143833264954,1493.485467081373,1493.485467081373,1493.485467081373,1,0,0,402.0,1831.0,
Hantuchova D.,1489.1778486097903,1495.1443164789841,1501.094045144088,1487.66982254001,311,81,60,244.0,3469.0,-0.1491320995690521
Harkleroad A.,1499.8675753515695,1499.642242417594,1499.6552529986875,1499.5392766582386,29,8,4,72.0,6612.0,-0.14611456081908697
Harrison C.,1492.6421555742718,1492.7691444000811,1492.7691444000811,1492.7691444000811,2,0,0,340.0,1833.0,
Harrison Ca.,1484.384956378798,1484.1391984696895,1487.0524906173043,1483.2945534927533,1,1,2,243.0,1461.0,
Hartono A.,1417.1950434166847,1420.9042218865284,1429.1239198508842,1404.5025892893184,19,2,3,260.0,305.0,-0.09610958255201268
Hatouka Y.,1473.4300661400755,1476.902258815679,1473.303011369118,1470.7626067505748,1,3,2,240.0,1130.0,
Havlickova L.,1485.6426460649204,1490.0756992519914,1490.0756992519914,1490.0756992519914,9,0,0,226.0,38.0,
Haynes A.,1499.7959460940044,1499.746014721794,1499.7254285253175,1499.7254285253175,13,1,0,125.0,6186.0,-0.012430718253222617
Hendler T.,1499.5163496426442,1499.4872045351058,1499.4625994238424,1499.4625994238424,1,2,0,182.0,5213.0,
Henin J.,1504.2258883401328,1502.8285004508718,1503.1301239824504,1507.2234492546272,66,27,19,13.0,5700.0,-0.05644198867855821
Hennemann C.W.,1486.2688514644938,1485.8532565084024,1486.2688514644938,1486.2688514644938,0,1,0,292.0,103.0,
Herazo Gonzalez M.,1498.3197329937132,1498.3898736652577,1498.3197329937132,1498.3197329937132,0,4,0,443.0,3061.0,
Herazo M.,1490.2994865845899,1490.1829117161233,1490.2994865845899,1490.2994865845899,0,1,0,454.0,1609.0,
Hercog P.,1430.6971160769485,1494.4678324930146,1474.6075713654097,1444.4678324930146,166,163,29,124.0,1769.0,-0.027013286368733957
